4810;MG;ABADIA DOS DOURADOS;State;458.4723511;462.2850952;504.0893555;527.9489136;551.0638428
14887;MG;ABADIA DOS DOURADOS;State;458.4723511;462.2850952;504.0893555;527.9489136;551.0638428
24964;MG;ABADIA DOS DOURADOS;State;458.4723511;462.2850952;504.0893555;527.9489136;551.0638428
7608;GO;ABADIANIA;Private;502.2944336;526.8194580;546.9583130;586.4138794;495.0000000
17685;GO;ABADIANIA;Private;502.2944336;526.8194580;546.9583130;586.4138794;495.0000000
27762;GO;ABADIANIA;Private;502.2944336;526.8194580;546.9583130;586.4138794;495.0000000
2211;MG;ABAETE;Private;564.7374878;564.2750244;598.8843994;680.7468872;670.0000000
12288;MG;ABAETE;Private;564.7374878;564.2750244;598.8843994;680.7468872;670.0000000
22365;MG;ABAETE;Private;564.7374878;564.2750244;598.8843994;680.7468872;670.0000000
4474;MG;ABAETE;State;495.0155334;492.9485474;537.0631104;590.8805542;548.3494873
14551;MG;ABAETE;State;495.0155334;492.9485474;537.0631104;590.8805542;548.3494873
24628;MG;ABAETE;State;495.0155334;492.9485474;537.0631104;590.8805542;548.3494873
2515;PA;ABAETETUBA;Private;507.4733276;529.6066895;532.9600220;520.9266968;585.3333130
12592;PA;ABAETETUBA;Private;507.4733276;529.6066895;532.9600220;520.9266968;585.3333130
22669;PA;ABAETETUBA;Private;507.4733276;529.6066895;532.9600220;520.9266968;585.3333130
3983;PA;ABAETETUBA;State;405.8777771;402.0111084;444.0074158;414.3925781;401.4814758
14060;PA;ABAETETUBA;State;405.8777771;402.0111084;444.0074158;414.3925781;401.4814758
24137;PA;ABAETETUBA;State;405.8777771;402.0111084;444.0074158;414.3925781;401.4814758
4033;PA;ABAETETUBA;Private;525.6683350;525.8566895;552.9550171;553.4783325;690.0000000
14110;PA;ABAETETUBA;Private;525.6683350;525.8566895;552.9550171;553.4783325;690.0000000
24187;PA;ABAETETUBA;Private;525.6683350;525.8566895;552.9550171;553.4783325;690.0000000
5902;PA;ABAETETUBA;State;468.2980652;477.9732666;510.7573547;489.2112427;550.9302368
15979;PA;ABAETETUBA;State;468.2980652;477.9732666;510.7573547;489.2112427;550.9302368
26056;PA;ABAETETUBA;State;468.2980652;477.9732666;510.7573547;489.2112427;550.9302368
7768;PA;ABAETETUBA;Federal;483.8065186;495.0304260;529.2348022;530.1087036;607.8261108
17845;PA;ABAETETUBA;Federal;483.8065186;495.0304260;529.2348022;530.1087036;607.8261108
27922;PA;ABAETETUBA;Federal;483.8065186;495.0304260;529.2348022;530.1087036;607.8261108
9685;PA;ABAETETUBA;Private;509.5278625;514.5458984;522.1524658;527.3671875;610.4918213
19762;PA;ABAETETUBA;Private;509.5278625;514.5458984;522.1524658;527.3671875;610.4918213
29839;PA;ABAETETUBA;Private;509.5278625;514.5458984;522.1524658;527.3671875;610.4918213
5717;CE;ABAIARA;State;404.5166626;412.4666748;475.1950073;452.2033386;384.0000000
15794;CE;ABAIARA;State;404.5166626;412.4666748;475.1950073;452.2033386;384.0000000
25871;CE;ABAIARA;State;404.5166626;412.4666748;475.1950073;452.2033386;384.0000000
5148;SC;ABDON BATISTA;State;438.9937439;470.8500061;496.1124878;478.8500061;493.7500000
15225;SC;ABDON BATISTA;State;438.9937439;470.8500061;496.1124878;478.8500061;493.7500000
25302;SC;ABDON BATISTA;State;438.9937439;470.8500061;496.1124878;478.8500061;493.7500000
5694;PA;ABEL FIGUEIREDO;State;395.6896667;430.5103455;454.9931030;437.1413879;457.2413940
15771;PA;ABEL FIGUEIREDO;State;395.6896667;430.5103455;454.9931030;437.1413879;457.2413940
25848;PA;ABEL FIGUEIREDO;State;395.6896667;430.5103455;454.9931030;437.1413879;457.2413940
5195;SC;ABELARDO LUZ;State;456.1862793;468.9607849;507.6274414;505.3294067;526.2745361
15272;SC;ABELARDO LUZ;State;456.1862793;468.9607849;507.6274414;505.3294067;526.2745361
25349;SC;ABELARDO LUZ;State;456.1862793;468.9607849;507.6274414;505.3294067;526.2745361
4226;MG;ABRE CAMPO;State;467.0370483;471.9389038;507.2740784;553.8277588;546.2963257
14303;MG;ABRE CAMPO;State;467.0370483;471.9389038;507.2740784;553.8277588;546.2963257
24380;MG;ABRE CAMPO;State;467.0370483;471.9389038;507.2740784;553.8277588;546.2963257
2457;PE;ABREU E LIMA;Private;476.5078430;482.8627319;521.1862793;522.1353149;550.9804077
12534;PE;ABREU E LIMA;Private;476.5078430;482.8627319;521.1862793;522.1353149;550.9804077
22611;PE;ABREU E LIMA;Private;476.5078430;482.8627319;521.1862793;522.1353149;550.9804077
6654;PE;ABREU E LIMA;State;461.7973328;467.0020142;518.8513184;498.9360046;499.2000122
16731;PE;ABREU E LIMA;State;461.7973328;467.0020142;518.8513184;498.9360046;499.2000122
26808;PE;ABREU E LIMA;State;461.7973328;467.0020142;518.8513184;498.9360046;499.2000122
7301;PE;ABREU E LIMA;Private;466.3692322;463.9846191;517.2922974;519.8769531;547.6923218
17378;PE;ABREU E LIMA;Private;466.3692322;463.9846191;517.2922974;519.8769531;547.6923218
27455;PE;ABREU E LIMA;Private;466.3692322;463.9846191;517.2922974;519.8769531;547.6923218
2811;TO;ABREULANDIA;State;429.9111023;418.9166565;468.9444580;466.6333313;411.1111145
12888;TO;ABREULANDIA;State;429.9111023;418.9166565;468.9444580;466.6333313;411.1111145
22965;TO;ABREULANDIA;State;429.9111023;418.9166565;468.9444580;466.6333313;411.1111145
6396;MG;ACAIACA;Private;465.3500061;469.9599915;507.1499939;522.5100098;538.0000000
16473;MG;ACAIACA;Private;465.3500061;469.9599915;507.1499939;522.5100098;538.0000000
26550;MG;ACAIACA;Private;465.3500061;469.9599915;507.1499939;522.5100098;538.0000000
837;MA;ACAILANDIA;State;434.7179871;444.5239868;487.6159973;463.9020081;509.2000122
10914;MA;ACAILANDIA;State;434.7179871;444.5239868;487.6159973;463.9020081;509.2000122
20991;MA;ACAILANDIA;State;434.7179871;444.5239868;487.6159973;463.9020081;509.2000122
882;MA;ACAILANDIA;State;421.7169495;429.2830505;487.5887146;452.3999939;488.8709717
10959;MA;ACAILANDIA;State;421.7169495;429.2830505;487.5887146;452.3999939;488.8709717
21036;MA;ACAILANDIA;State;421.7169495;429.2830505;487.5887146;452.3999939;488.8709717
6686;MA;ACAILANDIA;Private;441.5766602;464.5166626;522.8200073;474.2000122;528.0000000
16763;MA;ACAILANDIA;Private;441.5766602;464.5166626;522.8200073;474.2000122;528.0000000
26840;MA;ACAILANDIA;Private;441.5766602;464.5166626;522.8200073;474.2000122;528.0000000
7416;MA;ACAILANDIA;Private;432.5916748;476.4333191;521.7500000;454.8916626;576.6666870
17493;MA;ACAILANDIA;Private;432.5916748;476.4333191;521.7500000;454.8916626;576.6666870
27570;MA;ACAILANDIA;Private;432.5916748;476.4333191;521.7500000;454.8916626;576.6666870
7802;MA;ACAILANDIA;Federal;473.7726135;491.2705383;542.2623291;540.7000122;550.6849365
17879;MA;ACAILANDIA;Federal;473.7726135;491.2705383;542.2623291;540.7000122;550.6849365
27956;MA;ACAILANDIA;Federal;473.7726135;491.2705383;542.2623291;540.7000122;550.6849365
5746;CE;ACARAPE;State;414.8264771;406.5794067;463.1264648;436.9911804;419.4117737
15823;CE;ACARAPE;State;414.8264771;406.5794067;463.1264648;436.9911804;419.4117737
25900;CE;ACARAPE;State;414.8264771;406.5794067;463.1264648;436.9911804;419.4117737
5745;CE;ACARAU;State;408.0354309;418.3164673;477.7037964;456.0240479;446.8354492
15822;CE;ACARAU;State;408.0354309;418.3164673;477.7037964;456.0240479;446.8354492
25899;CE;ACARAU;State;408.0354309;418.3164673;477.7037964;456.0240479;446.8354492
5783;CE;ACARAU;State;405.0720520;404.6107483;455.1881714;450.6354980;432.4731140
15860;CE;ACARAU;State;405.0720520;404.6107483;455.1881714;450.6354980;432.4731140
25937;CE;ACARAU;State;405.0720520;404.6107483;455.1881714;450.6354980;432.4731140
8454;CE;ACARAU;State;406.4953308;407.4653320;447.8993225;450.0100098;443.4666748
18531;CE;ACARAU;State;406.4953308;407.4653320;447.8993225;450.0100098;443.4666748
28608;CE;ACARAU;State;406.4953308;407.4653320;447.8993225;450.0100098;443.4666748
8541;CE;ACARAU;State;443.1907043;443.3457336;500.3976746;495.6310120;509.6123962
18618;CE;ACARAU;State;443.1907043;443.3457336;500.3976746;495.6310120;509.6123962
28695;CE;ACARAU;State;443.1907043;443.3457336;500.3976746;495.6310120;509.6123962
10020;CE;ACARAU;Private;515.7290039;486.2483826;533.5709839;612.2193604;572.9031982
20097;CE;ACARAU;Private;515.7290039;486.2483826;533.5709839;612.2193604;572.9031982
30174;CE;ACARAU;Private;515.7290039;486.2483826;533.5709839;612.2193604;572.9031982
6068;RN;ACARI;State;443.7545471;443.7272644;500.6606140;486.3939514;558.7879028
16145;RN;ACARI;State;443.7545471;443.7272644;500.6606140;486.3939514;558.7879028
26222;RN;ACARI;State;443.7545471;443.7272644;500.6606140;486.3939514;558.7879028
156;CE;ACOPIARA;State;471.7666626;496.1152649;537.1944580;548.6333618;556.9444580
10233;CE;ACOPIARA;State;471.7666626;496.1152649;537.1944580;548.6333618;556.9444580
20310;CE;ACOPIARA;State;471.7666626;496.1152649;537.1944580;548.6333618;556.9444580
5878;CE;ACOPIARA;Private;494.2000122;500.5866699;528.0266724;561.7733154;604.0000000
